,Mu(eV),Temp(K),ElCond_xx,ElCond_xy,ElCond_yy,ElCond_xz,ElCond_yz,ElCond_zz,Material,Parameter_el,Label,Plottag_el,Seebeck_xx,Seebeck_xy,Seebeck_xz,Seebeck_yx,Seebeck_yy,Seebeck_yz,Seebeck_zx,Seebeck_zy,Seebeck_zz,Parameter_sb,Plottag_sb,Kappa_xx,Kappa_xy,Kappa_yy,Kappa_xz,Kappa_yz,Kappa_zz,Parameter,Plottag,ZT
0,-2.9612,300.0,1818794.555,-10.00359394,1818753.844,-4.148409426,3.994103335,1819353.429,CsPbBr3,elcond,CsPbBr3,CsPbBr$_{3}$,-3.088210419e-06,6.844109553e-11,-7.265131171e-10,6.846189619e-11,-3.091186812e-06,-5.713770425e-10,-7.263423629e-10,-5.711247062e-10,-3.063909639e-06,seebeck,CsPbBr$_{3}$,13.41122976,2.418147311e-05,13.41207791,-3.965687125e-05,-0.000151513322,13.41227369,kappa,CsPbBr$_{3}$,0.0003880163847695627
1,-2.9112,300.0,1858409.942,-0.4716697552,1858458.531,-1.084441253,-6.462484062,1858562.527,CsPbBr3,elcond,CsPbBr3,CsPbBr$_{3}$,-8.463006816e-08,-1.465666604e-09,1.852281461e-10,-1.465627874e-09,-8.730975512e-08,1.565440648e-09,1.851977021e-10,1.565284769e-09,-6.793115338e-08,seebeck,CsPbBr$_{3}$,13.29161338,4.269646978e-05,13.29148564,-4.364888513e-05,-8.511435599e-05,13.29428123,kappa,CsPbBr$_{3}$,3.004238835743284e-07
2,-2.8612,300.0,1847594.923,15.60156468,1847601.702,-5.728850143,-23.33744969,1847648.509,CsPbBr3,elcond,CsPbBr3,CsPbBr$_{3}$,-1.146447858e-06,-2.937455792e-10,2.247169851e-10,-2.937279511e-10,-1.144937807e-06,-3.099081126e-10,2.246831277e-10,-3.09965802e-10,-1.139670787e-06,seebeck,CsPbBr$_{3}$,13.58984686,2.051151475e-05,13.59054512,-5.519064129e-06,3.941701942e-05,13.59090726,kappa,CsPbBr$_{3}$,5.360706948795177e-05
3,-2.8112,300.0,1859574.462,17.60450002,1859658.052,-2.05415204,-6.581881625,1859568.231,CsPbBr3,elcond,CsPbBr3,CsPbBr$_{3}$,1.881224778e-06,-2.174302925e-10,-1.34167706e-10,-2.174529882e-10,1.877739434e-06,-9.05263433e-10,-1.34177423e-10,-9.053207738e-10,1.881159312e-06,seebeck,CsPbBr$_{3}$,13.31627055,6.946419002e-05,13.31630117,-6.992808006e-05,-6.441401572e-05,13.31708026,kappa,CsPbBr$_{3}$,0.00014826327816882723
4,-2.7612,300.0,1825147.736,15.43079821,1825220.823,-9.317375367,0.2511172768,1825188.249,CsPbBr3,elcond,CsPbBr3,CsPbBr$_{3}$,1.347936761e-06,4.49669288e-10,4.19318886e-10,4.496353562e-10,1.345552618e-06,-8.39956564e-10,4.193166762e-10,-8.399657703e-10,1.345143208e-06,seebeck,CsPbBr$_{3}$,13.35668343,6.271598826e-05,13.3572874,1.504468881e-05,7.253052296e-05,13.35699942,kappa,CsPbBr$_{3}$,7.448343226758574e-05
5,-2.7112,300.0,1804132.091,5.310156834,1804213.891,-5.078043996,14.30992056,1804197.354,CsPbBr3,elcond,CsPbBr3,CsPbBr$_{3}$,4.054262415e-06,6.235532322e-10,-1.05548118e-09,6.235552677e-10,4.059814956e-06,-1.987098002e-09,-1.055451462e-09,-1.987168182e-09,4.053433571e-06,seebeck,CsPbBr$_{3}$,12.90272423,9.066442928e-05,12.90299384,5.466871096e-05,0.0002323324355,12.90313018,kappa,CsPbBr$_{3}$,0.0006894962074351556
6,-2.6612,300.0,1741710.793,0.5169689563,1741748.417,9.559139687,52.97590859,1741790.534,CsPbBr3,elcond,CsPbBr3,CsPbBr$_{3}$,5.349138883e-06,-1.063589283e-10,-1.387313383e-09,-1.063250033e-10,5.347505426e-06,-1.836994912e-09,-1.387258241e-09,-1.83696193e-09,5.347123758e-06,seebeck,CsPbBr$_{3}$,12.54414494,0.0001175671654,12.54466254,0.000133109515,0.0001070787173,12.5447354,kappa,CsPbBr$_{3}$,0.0011918565353731428
7,-2.6112,300.0,1667981.377,12.26971193,1668014.917,30.64774299,44.05457991,1668062.977,CsPbBr3,elcond,CsPbBr3,CsPbBr$_{3}$,8.677238581e-06,-1.169346239e-09,-2.137211891e-09,-1.169273654e-09,8.676076678e-06,6.398984904e-11,-2.137136782e-09,6.393706769e-11,8.673929748e-06,seebeck,CsPbBr$_{3}$,11.75646653,7.138947294e-05,11.75721448,0.0002152073644,0.0004207208855,11.75768674,kappa,CsPbBr$_{3}$,0.0032047836588263595
8,-2.5612,300.0,1545463.788,23.38170367,1545577.248,59.0747739,64.46392967,1545640.46,CsPbBr3,elcond,CsPbBr3,CsPbBr$_{3}$,1.43556318e-05,-5.569262741e-11,-1.318472505e-09,-5.578501194e-11,1.434986317e-05,-1.679717354e-09,-1.318746694e-09,-1.679864351e-09,1.434511874e-05,seebeck,CsPbBr$_{3}$,10.71507574,4.068516046e-06,10.7151833,7.268553025e-05,0.0001938883202,10.71631334,kappa,CsPbBr$_{3}$,0.008917219655373834
9,-2.5112,300.0,1371859.087,8.999238148,1371939.347,36.39806279,43.92860317,1372099.574,CsPbBr3,elcond,CsPbBr3,CsPbBr$_{3}$,2.478729906e-05,8.313721273e-10,2.528522377e-09,8.313503825e-10,2.479285324e-05,2.691974001e-09,2.527640921e-09,2.690958208e-09,2.477111483e-05,seebeck,CsPbBr$_{3}$,9.004003165,0.0001218192732,9.004382802,0.0001879490406,0.0002462436729,9.00622334,kappa,CsPbBr$_{3}$,0.028083648793255842
10,-2.4612,300.0,1066264.458,4.869256494,1066284.396,8.094090796,14.27478607,1066704.362,CsPbBr3,elcond,CsPbBr3,CsPbBr$_{3}$,4.509081557e-05,-3.635164451e-10,2.338042416e-09,-3.635123285e-10,4.509384127e-05,1.949119718e-09,2.336903589e-09,1.947993038e-09,4.506598818e-05,seebeck,CsPbBr$_{3}$,7.48870924,0.000125330476,7.489216511,0.0001405165561,0.0002079350497,7.489391359,kappa,CsPbBr$_{3}$,0.08684711580839381
11,-2.4112,300.0,718187.8108,8.992774457,718205.1459,-6.020496184,4.542034697,718438.7589,CsPbBr3,elcond,CsPbBr3,CsPbBr$_{3}$,6.482131993e-05,-2.907029696e-09,3.22631572e-09,-2.907059607e-09,6.481602865e-05,1.602153015e-09,3.225055298e-09,1.601811219e-09,6.484183482e-05,seebeck,CsPbBr$_{3}$,5.903216943,0.0002010922788,5.90359666,-9.148255999e-06,5.872578105e-06,5.905050326,kappa,CsPbBr$_{3}$,0.15335794527422952
12,-2.3612,300.0,444684.2229,29.36913814,444730.5912,-19.57590742,-11.37927714,444775.9273,CsPbBr3,elcond,CsPbBr3,CsPbBr$_{3}$,6.817940868e-05,-1.409402143e-08,7.361568768e-09,-1.409362711e-08,6.816700485e-05,1.009619664e-08,7.360057848e-09,1.009454205e-08,6.818620652e-05,seebeck,CsPbBr$_{3}$,4.413102023,0.0002871425729,4.41329916,-6.270805876e-05,-0.0001301042563,4.414799396,kappa,CsPbBr$_{3}$,0.14051913536079844
13,-2.3112,300.0,298828.4997,65.81339805,298886.4056,-29.8463402,-41.66920481,298924.9758,CsPbBr3,elcond,CsPbBr3,CsPbBr$_{3}$,3.848868729e-05,-1.6157268e-08,-3.182414904e-09,-1.615558567e-08,3.848896003e-05,1.066365879e-08,-3.1804524e-09,1.066117924e-08,3.848027778e-05,seebeck,CsPbBr$_{3}$,3.396783587,0.0001618403152,3.396778754,0.0001013388006,-1.613218484e-05,3.397411866,kappa,CsPbBr$_{3}$,0.03909683388300695
14,-2.2612,300.0,282969.9481,55.26812874,282974.1708,9.827265318,-30.60950851,283030.1772,CsPbBr3,elcond,CsPbBr3,CsPbBr$_{3}$,-1.249618187e-05,1.291488567e-08,-1.453318417e-08,1.291730706e-08,-1.247249906e-05,-1.26591309e-08,-1.45302151e-08,-1.266031429e-08,-1.24687817e-05,seebeck,CsPbBr$_{3}$,2.853909929,0.000284341709,2.854120328,-8.838935029e-05,-8.761120017e-05,2.854383323,kappa,CsPbBr$_{3}$,0.004644895867131845
15,-2.2112,300.0,349502.2854,33.83231872,349483.3866,22.9469211,-2.790289492,349522.3412,CsPbBr3,elcond,CsPbBr3,CsPbBr$_{3}$,-2.911858797e-05,9.101410305e-09,2.762009308e-09,9.101425207e-09,-2.911929573e-05,-6.561490272e-09,2.761661047e-09,-6.561140132e-09,-2.91129112e-05,seebeck,CsPbBr$_{3}$,2.656649158,0.0002796918707,2.656756633,-3.841680804e-05,-0.000164062234,2.657141079,kappa,CsPbBr$_{3}$,0.03346398774667161
16,-2.1612,300.0,416719.3539,19.71343487,416711.032,8.830369156,0.789120116,416754.9915,CsPbBr3,elcond,CsPbBr3,CsPbBr$_{3}$,-1.533131415e-05,4.966505401e-09,5.099433806e-09,4.966483399e-09,-1.533358256e-05,-1.991691573e-10,5.098980319e-09,-1.990077461e-10,-1.533124801e-05,seebeck,CsPbBr$_{3}$,2.76565367,0.0001964617654,2.765585043,5.253315599e-05,-4.504263889e-05,2.765779109,kappa,CsPbBr$_{3}$,0.010624925579803579
17,-2.1112,300.0,438635.6354,12.16925203,438629.3227,-3.715504808,0.5448689986,438656.5447,CsPbBr3,elcond,CsPbBr3,CsPbBr$_{3}$,-4.955621899e-06,2.510630206e-09,2.235352858e-09,2.510610321e-09,-4.957560102e-06,-6.298654865e-11,2.235199333e-09,-6.289077854e-11,-4.950650672e-06,seebeck,CsPbBr$_{3}$,3.142164951,9.473619703e-05,3.142150662,5.23389009e-05,-5.34501001e-06,3.142359818,kappa,CsPbBr$_{3}$,0.0010284720958628197
18,-2.0612,300.0,450025.5853,3.788004245,450027.7374,-4.367785281,0.328315652,450038.5158,CsPbBr3,elcond,CsPbBr3,CsPbBr$_{3}$,-8.956333838e-06,2.532402736e-09,-4.855740727e-10,2.53238949e-09,-8.956502545e-06,7.195753425e-12,-4.85578154e-10,7.217416087e-12,-8.95465994e-06,seebeck,CsPbBr$_{3}$,3.558229926,4.962894642e-05,3.558160363,-6.596023446e-06,9.576057409e-06,3.558381725,kappa,CsPbBr$_{3}$,0.0030435819396431277
19,-2.0112,300.0,495512.2408,-3.170043521,495508.4982,-3.380526027,1.427014328,495524.7903,CsPbBr3,elcond,CsPbBr3,CsPbBr$_{3}$,-1.97930087e-05,1.653708413e-09,3.711791674e-11,1.653726462e-09,-1.97928906e-05,-9.412808086e-10,3.712564421e-11,-9.412422838e-10,-1.979409461e-05,seebeck,CsPbBr$_{3}$,3.926520747,2.090758135e-05,3.926536158,-2.231009943e-05,2.195765396e-05,3.926651166,kappa,CsPbBr$_{3}$,0.014831715174717505
20,-1.9612,300.0,582030.3414,-5.266447547,582029.2862,-3.427557183,5.558242999,582048.0085,CsPbBr3,elcond,CsPbBr3,CsPbBr$_{3}$,-2.015627258e-05,-1.076950341e-09,-8.519708923e-10,-1.076945171e-09,-2.015633715e-05,2.711653107e-10,-8.519510964e-10,2.711811045e-10,-2.015391299e-05,seebeck,CsPbBr$_{3}$,4.150923821,2.059936421e-05,4.150898813,2.74157064e-06,-1.70325834e-05,4.150960432,kappa,CsPbBr$_{3}$,0.017090019661620853
21,-1.9112,300.0,652388.2073,0.6462566424,652386.2068,1.523225176,0.7878905337,652394.4033,CsPbBr3,elcond,CsPbBr3,CsPbBr$_{3}$,-1.150180426e-05,-8.125605368e-10,-7.586185788e-10,-8.125588726e-10,-1.150150081e-05,1.258841091e-09,-7.586061312e-10,1.258827614e-09,-1.150051315e-05,seebeck,CsPbBr$_{3}$,4.445679428,-4.118106375e-06,4.445660243,-1.484234982e-05,-1.874430846e-06,4.445782457,kappa,CsPbBr$_{3}$,0.005823997213230358
22,-1.8612,300.0,687613.8265,4.269424152,687610.2673,2.109579303,-4.93096036,687620.0639,CsPbBr3,elcond,CsPbBr3,CsPbBr$_{3}$,-2.064239241e-06,-6.384761712e-10,4.87144479e-10,-6.384773572e-10,-2.064747823e-06,5.812440356e-10,4.871373977e-10,5.812410479e-10,-2.064791026e-06,seebeck,CsPbBr$_{3}$,4.555410616,6.456597827e-06,4.555414322,-6.766015898e-06,8.231273737e-06,4.555474021,kappa,CsPbBr$_{3}$,0.00019295604347417225
23,-1.8112000000000001,300.0,669380.6172,5.014557539,669381.8749,-0.763128431,-3.949231187,669389.884,CsPbBr3,elcond,CsPbBr3,CsPbBr$_{3}$,8.654974981e-06,2.40695406e-10,4.337080661e-11,2.40700271e-10,8.655573775e-06,-5.049457498e-10,4.336750997e-11,-5.049373027e-10,8.655267627e-06,seebeck,CsPbBr$_{3}$,4.514532959,1.306225163e-05,4.514460132,2.133914042e-05,-1.5060074e-05,4.514536409,kappa,CsPbBr$_{3}$,0.0033320629143393
24,-1.7612,300.0,611522.574,3.048218085,611513.3447,1.593657863,-1.765721151,611523.512,CsPbBr3,elcond,CsPbBr3,CsPbBr$_{3}$,1.626195778e-05,2.742532748e-10,-6.503550813e-10,2.742625739e-10,1.626338383e-05,-2.715692473e-11,-6.503480759e-10,-2.716224128e-11,1.626401124e-05,seebeck,CsPbBr$_{3}$,4.23617571,1.35813551e-05,4.236191656,1.062699614e-06,-2.446926518e-05,4.236204005,kappa,CsPbBr$_{3}$,0.01145263555468044
25,-1.7112,300.0,532855.8961,0.8830377477,532849.6891,2.853217814,-1.494317629,532851.9511,CsPbBr3,elcond,CsPbBr3,CsPbBr$_{3}$,2.443181935e-05,9.956668154e-10,7.54103341e-10,9.956775775e-10,2.44303433e-05,-9.424952665e-11,7.541133963e-10,-9.425830938e-11,2.443216228e-05,seebeck,CsPbBr$_{3}$,3.702633321,-1.071718733e-05,3.702623429,-2.855107852e-05,-1.905537942e-05,3.702651032,kappa,CsPbBr$_{3}$,0.02577103983737085
26,-1.6612,300.0,431685.3846,-4.641453508,431687.1368,-4.27960008,-2.150910983,431683.4135,CsPbBr3,elcond,CsPbBr3,CsPbBr$_{3}$,3.606627269e-05,2.217826846e-09,2.117549074e-09,2.217831181e-09,3.60651804e-05,9.035657135e-10,2.117563188e-09,9.035688464e-10,3.6065959e-05,seebeck,CsPbBr$_{3}$,3.102188636,-6.982196224e-06,3.102140687,1.018732476e-05,-1.574053618e-05,3.102175578,kappa,CsPbBr$_{3}$,0.054302887236233145
27,-1.6112000000000002,300.0,322882.564,-8.319508055,322882.1541,-6.144910661,-4.894206678,322881.5432,CsPbBr3,elcond,CsPbBr3,CsPbBr$_{3}$,4.517327857e-05,-1.940390702e-09,-2.96324913e-09,-1.940450057e-09,4.517485857e-05,-1.509998774e-09,-2.963241959e-09,-1.509932646e-09,4.517290839e-05,seebeck,CsPbBr$_{3}$,2.504462993,5.231266621e-05,2.504454363,5.710130786e-05,5.35312151e-05,2.504457482,kappa,CsPbBr$_{3}$,0.07892497496434692
28,-1.5612,300.0,232459.8067,7.448341347,232456.9393,9.676269273,7.632686976,232460.0294,CsPbBr3,elcond,CsPbBr3,CsPbBr$_{3}$,5.157269743e-05,-3.178517048e-09,-2.532155543e-09,-3.178758933e-09,5.15713255e-05,-5.81059204e-09,-2.532269626e-09,-5.810445953e-09,5.157186376e-05,seebeck,CsPbBr$_{3}$,1.864995464,-9.257003275e-05,1.8650257,-9.311751863e-05,-2.933237001e-05,1.864994998,kappa,CsPbBr$_{3}$,0.09945601212381576
29,-1.5112,300.0,157497.6734,-1.760707592,157501.2111,-2.046792064,6.901764551,157498.9933,CsPbBr3,elcond,CsPbBr3,CsPbBr$_{3}$,6.1287807e-05,6.864481613e-09,8.970074124e-09,6.8638983e-09,6.128467034e-05,5.473735239e-09,8.969645532e-09,5.473909847e-09,6.128714857e-05,seebeck,CsPbBr$_{3}$,1.349326154,8.050016451e-06,1.349308309,1.057116448e-05,-3.122321742e-05,1.349324639,kappa,CsPbBr$_{3}$,0.13153054584265153
30,-1.4612,300.0,102428.1164,-7.424344216,102430.3081,-9.437701021,-8.051910313,102428.9469,CsPbBr3,elcond,CsPbBr3,CsPbBr$_{3}$,6.352290159e-05,2.640780518e-09,4.562842847e-09,2.640026888e-09,6.352344424e-05,1.103145344e-08,4.562212333e-09,1.103155403e-08,6.352291739e-05,seebeck,CsPbBr$_{3}$,0.9412747741,6.174535924e-05,0.941283773,6.451967433e-05,9.121312845e-05,0.9412798075,kappa,CsPbBr$_{3}$,0.1317299952647026
31,-1.4112,300.0,67845.40109,6.7814554,67846.29219,5.43351135,4.012907203,67845.89886,CsPbBr3,elcond,CsPbBr3,CsPbBr$_{3}$,6.301754182e-05,-2.937268388e-08,-3.032566649e-08,-2.937256383e-08,6.301883783e-05,-2.733215893e-08,-3.032641813e-08,-2.733305771e-08,6.301779798e-05,seebeck,CsPbBr$_{3}$,0.6145482861,-4.21535595e-05,0.6145570612,-4.604205953e-05,-3.079999675e-05,0.6145517203,kappa,CsPbBr$_{3}$,0.13152507972399355
32,-1.3612000000000002,300.0,43952.55566,6.010914991,43952.61329,5.897452987,5.06282443,43952.69248,CsPbBr3,elcond,CsPbBr3,CsPbBr$_{3}$,7.051044862e-05,8.179149911e-09,5.634349777e-09,8.179405121e-09,7.051249975e-05,4.728627481e-09,5.634146993e-09,4.728150428e-09,7.051127024e-05,seebeck,CsPbBr$_{3}$,0.3903279514,5.939961833e-06,0.3903321326,1.041765306e-07,-3.11292426e-07,0.3903300253,kappa,CsPbBr$_{3}$,0.16795103742223974
33,-1.3112,300.0,25705.17004,0.5407880534,25704.79274,0.8556532949,0.8186987021,25705.06405,CsPbBr3,elcond,CsPbBr3,CsPbBr$_{3}$,9.135542164e-05,1.220858312e-08,1.055250712e-08,1.22087413e-08,9.13580007e-05,7.835666164e-09,1.055236426e-08,7.835352934e-09,9.135655201e-05,seebeck,CsPbBr$_{3}$,0.2407779628,2.804184643e-05,0.2407791086,2.541983149e-05,2.217495924e-05,0.2407789662,kappa,CsPbBr$_{3}$,0.26729673440077595
34,-1.2612,300.0,12048.57274,-0.2655499621,12048.19739,-0.1246566909,0.09352014448,12048.44018,CsPbBr3,elcond,CsPbBr3,CsPbBr$_{3}$,0.0001347150036,6.463775922e-09,6.883142785e-09,6.463823691e-09,0.0001347177929,3.740752153e-09,6.883074242e-09,3.740579037e-09,0.0001347161302,seebeck,CsPbBr$_{3}$,0.1417909675,9.138473959e-06,0.1417902572,9.631759935e-06,8.283643912e-06,0.1417909755,kappa,CsPbBr$_{3}$,0.4626368548743425
35,-1.2112,300.0,3747.913502,-0.1114169913,3747.751379,-0.1084031955,0.008318218898,3747.856076,CsPbBr3,elcond,CsPbBr3,CsPbBr$_{3}$,0.0002204117452,3.14805427e-09,5.170026853e-09,3.148032737e-09,0.0002204145501,2.173119443e-09,5.170004795e-09,2.172992148e-09,0.0002204127715,seebeck,CsPbBr$_{3}$,0.07653121484,8.54524009e-07,0.07652970578,1.654602026e-06,2.105168045e-06,0.07653073379,kappa,CsPbBr$_{3}$,0.7137426898953806
36,-1.1612,300.0,722.2647238,-0.02118692827,722.2299708,-0.02544687806,0.0004474804467,722.2525365,CsPbBr3,elcond,CsPbBr3,CsPbBr$_{3}$,0.0003565577313,2.096650666e-09,4.698783557e-09,2.096602593e-09,0.0003565605161,1.826665856e-09,4.698773586e-09,1.826543697e-09,0.000356558707,seebeck,CsPbBr$_{3}$,0.03161299031,-3.371721215e-07,0.03161198619,-1.469565366e-07,4.46947588e-07,0.0316126446,kappa,CsPbBr$_{3}$,0.871388443597211
37,-1.1112000000000002,300.0,110.7090524,-0.003215746055,110.7036131,-0.004041197018,3.194678115e-05,110.7071499,CsPbBr3,elcond,CsPbBr3,CsPbBr$_{3}$,0.0005169912209,1.895645302e-09,4.612327393e-09,1.895591794e-09,0.0005169939996,1.769764872e-09,4.612319491e-09,1.769643032e-09,0.0005169921855,seebeck,CsPbBr$_{3}$,0.009495134214,-1.711305386e-07,0.009494776657,-1.516468697e-07,8.515108143e-08,0.00949500988,kappa,CsPbBr$_{3}$,0.9349095950806013
38,-1.0612,300.0,16.14960501,-0.0004682758304,16.14880901,-0.0005926811036,3.824492998e-06,16.1493267,CsPbBr3,elcond,CsPbBr3,CsPbBr$_{3}$,0.0006826923818,1.864918999e-09,4.599198645e-09,1.864864649e-09,0.0006826951595,1.761348221e-09,4.599191051e-09,1.76122641e-09,0.0006826933447,seebeck,CsPbBr$_{3}$,0.002348086688,-5.000422141e-08,0.002347991307,-5.04241032e-08,1.534974042e-08,0.002348053428,kappa,CsPbBr$_{3}$,0.9616546726948358
39,-1.0112,300.0,2.337628862,-6.776451535e-05,2.33751359,-8.585673793e-05,5.358858842e-07,2.337588562,CsPbBr3,elcond,CsPbBr3,CsPbBr$_{3}$,0.0008492179845,1.860438899e-09,4.597286182e-09,1.860384426e-09,0.000849220762,1.760127343e-09,4.597278633e-09,1.760005536e-09,0.0008492189471,seebeck,CsPbBr$_{3}$,0.0005187795404,-1.19918414e-08,0.0005187575532,-1.280740073e-08,2.66988583e-09,0.0005187718641,kappa,CsPbBr$_{3}$,0.9748826499570402
40,-0.9612,300.0,0.3379845259,-9.797317385e-06,0.3379678582,-1.241494476e-05,7.711003282e-08,0.3379786988,CsPbBr3,elcond,CsPbBr3,CsPbBr$_{3}$,0.001015864227,1.859790434e-09,4.597009382e-09,1.859735943e-09,0.001015867004,1.759950772e-09,4.59700184e-09,1.759828965e-09,0.00101586519,seebeck,CsPbBr$_{3}$,0.0001065219286,-2.584555623e-09,0.0001065172891,-2.854363512e-09,4.525638777e-10,0.0001065203079,kappa,CsPbBr$_{3}$,0.9823141172408343
41,-0.9112,300.0,0.04885924668,-1.41629836e-06,0.04885683716,-1.794741264e-06,1.113933186e-08,0.0488584043,CsPbBr3,elcond,CsPbBr3,CsPbBr$_{3}$,0.001182527935,1.859696644e-09,4.596969252e-09,1.85964215e-09,0.001182530712,1.759925532e-09,4.59696171e-09,1.759803726e-09,0.001182528897,seebeck,CsPbBr$_{3}$,2.076936679e-05,-5.202162248e-10,2.076844481e-05,-5.874531184e-10,7.52416449e-11,2.07690446e-05,kappa,CsPbBr$_{3}$,0.9868873521322873
42,-0.8612,300.0,0.007062954337,-2.047359249e-07,0.007062606023,-2.594433339e-07,1.610108636e-09,0.007062832565,CsPbBr3,elcond,CsPbBr3,CsPbBr$_{3}$,0.001349194139,1.85968146e-09,4.596962127e-09,1.859626966e-09,0.001349196917,1.75992194e-09,4.596954585e-09,1.759800134e-09,0.001349195102,seebeck,CsPbBr$_{3}$,3.896430083e-06,-9.980427413e-11,3.896254674e-06,-1.14515945e-10,1.23233132e-11,3.896368773e-06,kappa,CsPbBr$_{3}$,0.9898962004894297
43,-0.8112000000000001,300.0,0.001020997065,-2.959594217e-08,0.001020946714,-3.750427976e-08,2.327488845e-10,0.001020979462,CsPbBr3,elcond,CsPbBr3,CsPbBr$_{3}$,0.001515860537,1.859672137e-09,4.596952288e-09,1.859617642e-09,0.001515863315,1.759922149e-09,4.596944746e-09,1.759800342e-09,0.0015158615,seebeck,CsPbBr$_{3}$,7.095151865e-07,-1.847721717e-11,7.094829007e-07,-2.145730504e-11,1.994422524e-12,7.095039004e-07,kappa,CsPbBr$_{3}$,0.9919791561842322
44,-0.7612000000000001,300.0,0.0001475917618,-4.27828715e-09,0.0001475844832,-5.421486541e-09,3.364479142e-11,0.0001475892171,CsPbBr3,elcond,CsPbBr3,CsPbBr$_{3}$,0.001682526136,1.859658298e-09,4.596962215e-09,1.859603806e-09,0.001682528913,1.759918529e-09,4.596954674e-09,1.759796721e-09,0.001682527099,seebeck,CsPbBr$_{3}$,1.261675879e-07,-3.327735178e-12,1.261617977e-07,-3.900937124e-12,3.196576828e-13,1.261655637e-07,kappa,CsPbBr$_{3}$,0.9934801857297859
45,-0.7112,300.0,2.133528097e-05,-6.184544807e-10,2.13342288e-05,-7.837121821e-10,4.863411035e-12,2.133491313e-05,CsPbBr3,elcond,CsPbBr3,CsPbBr$_{3}$,0.001849187783,1.859526606e-09,4.596760424e-09,1.859472115e-09,0.00184919056,1.759916896e-09,4.596752883e-09,1.759795089e-09,0.001849188745,seebeck,CsPbBr$_{3}$,2.20056372e-08,-5.862887734e-13,2.200462032e-08,-6.924927381e-13,5.0821377980000006e-14,2.200528168e-08,kappa,CsPbBr$_{3}$,0.9945982797497572
46,-0.6612,300.0,3.084095167e-06,-8.940132755e-11,3.083943073e-06,-1.13294464e-10,7.013003092e-13,3.084041993e-06,CsPbBr3,elcond,CsPbBr3,CsPbBr$_{3}$,0.002015831932,1.859054882e-09,4.594780662e-09,1.859000386e-09,0.002015834709,1.75933039e-09,4.594773116e-09,1.759208646e-09,0.002015832894,seebeck,CsPbBr$_{3}$,3.776897908e-09,-1.014543771e-13,3.776722385e-09,-1.205907154e-13,8.020048772e-15,3.776836537e-09,kappa,CsPbBr$_{3}$,0.995456806761059
47,-0.6112,300.0,4.457798117e-07,-1.310164836e-11,4.457580007e-07,-1.651491405e-11,4.117679421e-13,4.457721538e-07,CsPbBr3,elcond,CsPbBr3,CsPbBr$_{3}$,0.002182396651,1.488013594e-09,4.307145868e-09,1.487901378e-09,0.002182399785,2.400161617e-09,4.307110165e-09,2.400011997e-09,0.002182397671,seebeck,CsPbBr$_{3}$,6.394225065e-10,-1.781076493e-14,6.393931483e-10,-2.106271892e-14,2.15531252e-15,6.394121471e-10,kappa,CsPbBr$_{3}$,0.9961416654421882
48,-0.5612000000000001,300.0,6.441025852e-08,-1.867766909e-12,6.440707898e-08,-2.366823152e-12,1.2111755110000001e-14,6.440914696e-08,CsPbBr3,elcond,CsPbBr3,CsPbBr$_{3}$,0.002348681634,1.850828941e-09,4.586987361e-09,1.850776618e-09,0.002348684372,1.725845136e-09,4.58698125e-09,1.725724384e-09,0.002348682583,seebeck,CsPbBr$_{3}$,1.069425989e-10,-2.910371211e-15,1.069375757e-10,-3.492277363e-15,1.887293706e-16,1.069408427e-10,kappa,CsPbBr$_{3}$,0.9967215918524905
49,-0.5112000000000001,300.0,9.296516773e-09,-2.706224828e-13,9.296056906e-09,-3.422470512e-13,2.232147677e-15,9.296356008e-09,CsPbBr3,elcond,CsPbBr3,CsPbBr$_{3}$,0.002514318707,1.779929569e-09,4.549226907e-09,1.779873774e-09,0.002514321382,1.762852847e-09,4.549219707e-09,1.762728807e-09,0.002514319634,seebeck,CsPbBr$_{3}$,1.767997835e-11,-4.865337171e-16,1.767914224e-11,-5.840826708999999e-16,3.076918975e-17,1.767968602e-11,kappa,CsPbBr$_{3}$,0.9972417135681906
50,-0.46120000000000005,300.0,1.329464026e-09,-4.5942802670000006e-14,1.329397298e-09,-5.5990497030000003e-14,-5.695019845e-15,1.329440607e-09,CsPbBr3,elcond,CsPbBr3,CsPbBr$_{3}$,0.002675778227,-6.60267367e-10,2.214701927e-09,-6.603628975e-10,0.002675780579,-2.238432028e-10,2.214712912e-09,-2.239335255e-10,0.002675779009,seebeck,CsPbBr$_{3}$,2.861634368e-12,-1.002308668e-16,2.861495844e-12,-1.1572043489999998e-16,-1.2780553159999999e-17,2.861585665e-12,kappa,CsPbBr$_{3}$,0.9978929008552723
51,-0.4112,300.0,1.849561732e-10,-6.5595326470000005e-15,1.849465734e-10,-8.071424232e-15,-6.641613421e-16,1.849527919e-10,CsPbBr3,elcond,CsPbBr3,CsPbBr$_{3}$,0.002829567237,-1.008889406e-09,1.775454135e-09,-1.009001552e-09,0.002829569094,6.815397814e-12,1.775457254e-09,6.712744286e-12,0.002829567821,seebeck,CsPbBr$_{3}$,4.448763927e-13,-1.609139918e-17,4.448538909e-13,-1.885252391e-17,-1.597889369e-18,4.448684453e-13,kappa,CsPbBr$_{3}$,0.9985981605410543
