,Mu(eV),Temp(K),Seebeck_xx,Seebeck_xy,Seebeck_xz,Seebeck_yx,Seebeck_yy,Seebeck_yz,Seebeck_zx,Seebeck_zy,Seebeck_zz,Material,Parameter,Label
338,0.8,300.0,0.0003565577313,2.096650666e-09,4.698783557e-09,2.096602593e-09,0.0003565605161,1.826665856e-09,4.698773586e-09,1.826543697e-09,0.000356558707,CsPbBr3,seebeck,300K
339,0.85,300.0,0.0005169912209,1.895645302e-09,4.612327393e-09,1.895591794e-09,0.0005169939996,1.769764872e-09,4.612319491e-09,1.769643032e-09,0.0005169921855,CsPbBr3,seebeck,300K
340,0.9,300.0,0.0006826923818,1.864918999e-09,4.599198645e-09,1.864864649e-09,0.0006826951595,1.761348221e-09,4.599191051e-09,1.76122641e-09,0.0006826933447,CsPbBr3,seebeck,300K
341,0.95,300.0,0.0008492179845,1.860438899e-09,4.597286182e-09,1.860384426e-09,0.000849220762,1.760127343e-09,4.597278633e-09,1.760005536e-09,0.0008492189471,CsPbBr3,seebeck,300K
342,1.0,300.0,0.001015864227,1.859790434e-09,4.597009382e-09,1.859735943e-09,0.001015867004,1.759950772e-09,4.59700184e-09,1.759828965e-09,0.00101586519,CsPbBr3,seebeck,300K
343,1.05,300.0,0.001182527935,1.859696644e-09,4.596969252e-09,1.85964215e-09,0.001182530712,1.759925532e-09,4.59696171e-09,1.759803726e-09,0.001182528897,CsPbBr3,seebeck,300K
344,1.1,300.0,0.001349194139,1.85968146e-09,4.596962127e-09,1.859626966e-09,0.001349196917,1.75992194e-09,4.596954585e-09,1.759800134e-09,0.001349195102,CsPbBr3,seebeck,300K
345,1.15,300.0,0.001515860537,1.859672137e-09,4.596952288e-09,1.859617642e-09,0.001515863315,1.759922149e-09,4.596944746e-09,1.759800342e-09,0.0015158615,CsPbBr3,seebeck,300K
346,1.2,300.0,0.001682526136,1.859658298e-09,4.596962215e-09,1.859603806e-09,0.001682528913,1.759918529e-09,4.596954674e-09,1.759796721e-09,0.001682527099,CsPbBr3,seebeck,300K
347,1.25,300.0,0.001849187783,1.859526606e-09,4.596760424e-09,1.859472115e-09,0.00184919056,1.759916896e-09,4.596752883e-09,1.759795089e-09,0.001849188745,CsPbBr3,seebeck,300K
348,1.3,300.0,0.002015831932,1.859054882e-09,4.594780662e-09,1.859000386e-09,0.002015834709,1.75933039e-09,4.594773116e-09,1.759208646e-09,0.002015832894,CsPbBr3,seebeck,300K
349,1.35,300.0,0.002182396651,1.488013594e-09,4.307145868e-09,1.487901378e-09,0.002182399785,2.400161617e-09,4.307110165e-09,2.400011997e-09,0.002182397671,CsPbBr3,seebeck,300K
350,1.4,300.0,0.002348681634,1.850828941e-09,4.586987361e-09,1.850776618e-09,0.002348684372,1.725845136e-09,4.58698125e-09,1.725724384e-09,0.002348682583,CsPbBr3,seebeck,300K
351,1.45,300.0,0.002514318707,1.779929569e-09,4.549226907e-09,1.779873774e-09,0.002514321382,1.762852847e-09,4.549219707e-09,1.762728807e-09,0.002514319634,CsPbBr3,seebeck,300K
352,1.5,300.0,0.002675778227,-6.60267367e-10,2.214701927e-09,-6.603628975e-10,0.002675780579,-2.238432028e-10,2.214712912e-09,-2.239335255e-10,0.002675779009,CsPbBr3,seebeck,300K
353,1.55,300.0,0.002829567237,-1.008889406e-09,1.775454135e-09,-1.009001552e-09,0.002829569094,6.815397814e-12,1.775457254e-09,6.712744286e-12,0.002829567821,CsPbBr3,seebeck,300K
354,1.6,300.0,0.002958267269,-9.945670102e-10,9.264114848e-10,-9.94662939e-10,0.002958268126,2.282763154e-10,9.264090361e-10,2.281887936e-10,0.002958267491,CsPbBr3,seebeck,300K
355,1.65,300.0,0.003056210852,-2.52480549e-10,2.072577126e-10,-2.525058011e-10,0.003056211166,6.189031086e-11,2.072539771e-10,6.186954095e-11,0.00305621094,CsPbBr3,seebeck,300K
356,1.7,300.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,CsPbBr3,seebeck,300K
357,1.75,300.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,CsPbBr3,seebeck,300K
358,1.8,300.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,CsPbBr3,seebeck,300K
359,1.85,300.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,CsPbBr3,seebeck,300K
360,1.9,300.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,CsPbBr3,seebeck,300K
361,1.95,300.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,CsPbBr3,seebeck,300K
362,2.0,300.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,CsPbBr3,seebeck,300K
363,2.05,300.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,CsPbBr3,seebeck,300K
364,2.1,300.0,-0.003053710632,-3.966374714e-10,2.105418884e-09,-3.971695026e-10,-0.003053716582,1.693290006e-09,2.105731358e-09,1.693430735e-09,-0.00305371648,CsPbBr3,seebeck,300K
365,2.15,300.0,-0.002953954395,-2.017974085e-09,3.702515814e-09,-2.018043388e-09,-0.002953962371,3.211599827e-09,3.702600209e-09,3.211505063e-09,-0.002953960455,CsPbBr3,seebeck,300K
366,2.2,300.0,-0.002821144894,-3.348539832e-09,5.446408102e-09,-3.349076497e-09,-0.002821154079,4.205027565e-09,5.446898406e-09,4.204818417e-09,-0.002821152317,CsPbBr3,seebeck,300K
367,2.25,300.0,-0.002668054115,-3.422193015e-09,5.386875657e-09,-3.422699155e-09,-0.00266806462,4.804221821e-09,5.387367151e-09,4.804062608e-09,-0.002668060984,CsPbBr3,seebeck,300K
368,2.3,300.0,-0.002506134903,-3.440217974e-09,5.482627624e-09,-3.440724309e-09,-0.002506145696,4.911873859e-09,5.483135104e-09,4.911731937e-09,-0.002506141441,CsPbBr3,seebeck,300K
369,2.35,300.0,-0.002340621909,-3.422559102e-09,5.47225579e-09,-3.42306007e-09,-0.002340632833,4.93261192e-09,5.472760028e-09,4.932470648e-09,-0.002340628528,CsPbBr3,seebeck,300K
370,2.4,300.0,-0.002174294551,-3.45288524e-09,5.45209442e-09,-3.453389407e-09,-0.002174305536,4.929024298e-09,5.452597971e-09,4.928886571e-09,-0.002174301154,CsPbBr3,seebeck,300K
371,2.45,300.0,-0.002007694937,-3.463653609e-09,5.478825077e-09,-3.464159886e-09,-0.00200770593,4.955300675e-09,5.479330218e-09,4.9551588e-09,-0.002007701621,CsPbBr3,seebeck,300K
372,2.5,300.0,-0.00184104327,-3.46414528e-09,5.478886664e-09,-3.464651585e-09,-0.001841054266,4.955914976e-09,5.479391799e-09,4.955773126e-09,-0.001841049956,CsPbBr3,seebeck,300K
373,2.55,300.0,-0.00167437963,-3.46419303e-09,5.478894405e-09,-3.464699336e-09,-0.001674390627,4.955940514e-09,5.479399511e-09,4.955798587e-09,-0.001674386318,CsPbBr3,seebeck,300K
374,2.6,300.0,-0.001507713533,-3.464196329e-09,5.478832619e-09,-3.464702636e-09,-0.00150772453,4.955893752e-09,5.479337725e-09,4.955751839e-09,-0.001507720221,CsPbBr3,seebeck,300K
375,2.65,300.0,-0.001341047036,-3.464211413e-09,5.478896677e-09,-3.464717721e-09,-0.001341058032,4.955958981e-09,5.479401783e-09,4.955817053e-09,-0.001341053724,CsPbBr3,seebeck,300K
376,2.7,300.0,-0.00117438086,-3.464235025e-09,5.478884744e-09,-3.464741335e-09,-0.001174391857,4.955945583e-09,5.479389848e-09,4.955803655e-09,-0.001174387549,CsPbBr3,seebeck,300K
377,2.75,300.0,-0.001007717472,-3.464396905e-09,5.478801381e-09,-3.464903228e-09,-0.001007728469,4.955849782e-09,5.479306476e-09,4.955707855e-09,-0.00100772416,CsPbBr3,seebeck,300K
378,2.8,300.0,-0.0008410734595,-3.465516306e-09,5.478225031e-09,-3.46602272e-09,-0.0008410844553,4.955185804e-09,5.47873006e-09,4.955043881e-09,-0.000841080145,CsPbBr3,seebeck,300K
379,2.85,300.0,-0.0006745632832,-3.473264498e-09,5.474243715e-09,-3.473771538e-09,-0.0006745742731,4.950600237e-09,5.474748293e-09,4.950458348e-09,-0.0006745699513,CsPbBr3,seebeck,300K
380,2.9,300.0,-0.0005089687346,-3.527043623e-09,5.446962464e-09,-3.527555032e-09,-0.0005089796844,4.919235393e-09,5.44746395e-09,4.919093708e-09,-0.0005089752836,CsPbBr3,seebeck,300K
381,2.95,300.0,-0.0003492642328,-3.897318997e-09,5.267121386e-09,-3.897861119e-09,-0.0003492749397,4.715491536e-09,5.267602694e-09,4.71535018e-09,-0.0003492700243,CsPbBr3,seebeck,300K
382,3.0,300.0,-0.0002171191795,-5.420106498e-09,4.044633375e-09,-5.420781847e-09,-0.0002171293061,3.56791019e-09,4.044994038e-09,3.567756453e-09,-0.0002171219976,CsPbBr3,seebeck,300K
383,3.05,300.0,-0.0001348645904,5.740324741e-10,-3.345987475e-09,5.736994259e-10,-0.0001348741205,-1.350651605e-10,-3.346133014e-09,-1.352162475e-10,-0.0001348657297,CsPbBr3,seebeck,300K
384,3.1,300.0,-9.108939949e-05,3.412128243e-09,-2.929334244e-09,3.412146588e-09,-9.109102498e-05,-2.410915983e-10,-2.929491889e-09,-2.411252533e-10,-9.108829685e-05,CsPbBr3,seebeck,300K
385,3.15,300.0,-7.112998601e-05,-1.065933981e-09,7.102453019e-10,-1.065956079e-09,-7.112945699e-05,-7.224684901e-10,7.102762442e-10,-7.225111649e-10,-7.113587874e-05,CsPbBr3,seebeck,300K
386,3.2,300.0,-5.263282462e-05,-1.470095105e-09,-3.420578181e-10,-1.470124117e-09,-5.263634697e-05,2.211243712e-09,-3.420562186e-10,2.211182488e-09,-5.264341904e-05,CsPbBr3,seebeck,300K
387,3.25,300.0,-5.318545995e-05,-2.986873458e-09,1.235351073e-09,-2.986822537e-09,-5.318593627e-05,1.211483673e-09,1.235254973e-09,1.211484928e-09,-5.318682392e-05,CsPbBr3,seebeck,300K
388,3.3,300.0,-4.092473999e-05,5.348979061e-09,-4.053519539e-10,5.34901321e-09,-4.092303388e-05,-3.520061056e-09,-4.053737859e-10,-3.519873036e-09,-4.092536745e-05,CsPbBr3,seebeck,300K
389,3.35,300.0,-3.358746699e-05,9.423727429e-10,-1.256043535e-10,9.423887412e-10,-3.359148437e-05,9.377376438e-10,-1.255625185e-10,9.376707039e-10,-3.359831942e-05,CsPbBr3,seebeck,300K
390,3.4,300.0,-3.271727648e-05,-1.921340304e-10,-2.820160497e-10,-1.921750233e-10,-3.271104406e-05,-7.870670711e-10,-2.820103243e-10,-7.87037149e-10,-3.276122628e-05,CsPbBr3,seebeck,300K
391,3.45,300.0,-1.944302919e-05,-4.323075588e-10,-7.084164713e-11,-4.323516872e-10,-1.943427841e-05,5.179474304e-10,-7.078231847e-11,5.174072329e-10,-1.94713603e-05,CsPbBr3,seebeck,300K
392,3.5,300.0,-1.652508512e-05,4.65807873e-10,1.585903745e-10,4.658501689e-10,-1.652397555e-05,2.396289372e-10,1.586388636e-10,2.395988199e-10,-1.646811438e-05,CsPbBr3,seebeck,300K
393,3.55,300.0,-1.922620063e-05,-7.112566242e-10,-2.234058626e-10,-7.111779733e-10,-1.92423068e-05,8.150234238e-10,-2.234192919e-10,8.14798785e-10,-1.920326014e-05,CsPbBr3,seebeck,300K
394,3.6,300.0,-8.843179134e-06,-1.018149349e-09,-2.465375479e-10,-1.018089653e-09,-8.848776315e-06,1.535585159e-09,-2.465159694e-10,1.535566364e-09,-8.837871131e-06,CsPbBr3,seebeck,300K
395,3.65,300.0,-8.701583287e-06,3.514361072e-10,6.819823831e-11,3.514754996e-10,-8.694856137e-06,2.125760416e-10,6.820098976e-11,2.127554757e-10,-8.702748337e-06,CsPbBr3,seebeck,300K
396,3.7,300.0,-6.814961002e-06,1.220154078e-09,1.298120156e-10,1.220147176e-09,-6.804901226e-06,-1.437729205e-09,1.298215086e-10,-1.437539684e-09,-6.815364584e-06,CsPbBr3,seebeck,300K
397,3.75,300.0,-8.046775328e-06,-1.801802292e-09,-1.450845188e-10,-1.801911587e-09,-8.051684837e-06,3.137726911e-09,-1.450836997e-10,3.137321347e-09,-8.045083405e-06,CsPbBr3,seebeck,300K
398,3.8,300.0,-4.9522435e-06,-1.351684303e-09,3.006976247e-10,-1.35172198e-09,-4.959996496e-06,9.904005978e-09,3.007305402e-10,9.903909016e-09,-4.961365635e-06,CsPbBr3,seebeck,300K
399,3.85,300.0,6.318654032e-07,3.812076339e-11,-1.520583068e-10,3.81683672e-11,6.352166724e-07,2.015206232e-10,-1.52030154e-10,2.016582358e-10,6.34040635e-07,CsPbBr3,seebeck,300K
400,3.9,300.0,-6.865828339e-06,1.196199313e-09,-1.188268576e-09,1.196207692e-09,-6.85839816e-06,-9.346357489e-09,-1.188239456e-09,-9.346001147e-09,-6.856395595e-06,CsPbBr3,seebeck,300K
401,3.95,300.0,-7.430533251e-06,4.041855336e-10,-5.977125588e-10,4.041861607e-10,-7.432732854e-06,-4.330457643e-10,-5.977365059e-10,-4.330089882e-10,-7.433355215e-06,CsPbBr3,seebeck,300K
402,4.0,300.0,1.879346899e-06,-1.326573756e-09,-1.996058262e-10,-1.326664868e-09,1.855351119e-06,7.693545334e-09,-1.996534764e-10,7.69278665e-09,1.874122816e-06,CsPbBr3,seebeck,300K
403,-4.0,300.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,CsPbI3,seebeck,300K
404,-3.95,300.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,CsPbI3,seebeck,300K
405,-3.9,300.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,CsPbI3,seebeck,300K
406,-3.85,300.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,CsPbI3,seebeck,300K
407,-3.8,300.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,CsPbI3,seebeck,300K
408,-3.75,300.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,CsPbI3,seebeck,300K
409,-3.7,300.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,CsPbI3,seebeck,300K
410,-3.65,300.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,CsPbI3,seebeck,300K
411,-3.6,300.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,CsPbI3,seebeck,300K
412,-3.55,300.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,CsPbI3,seebeck,300K
413,-3.5,300.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,CsPbI3,seebeck,300K
414,-3.45,300.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,CsPbI3,seebeck,300K
415,-3.4,300.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,CsPbI3,seebeck,300K
416,-3.35,300.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,CsPbI3,seebeck,300K
417,-3.3,300.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,CsPbI3,seebeck,300K
418,-3.25,300.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,CsPbI3,seebeck,300K
419,-3.2,300.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,CsPbI3,seebeck,300K
420,-3.15,300.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,CsPbI3,seebeck,300K
421,-3.1,300.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,CsPbI3,seebeck,300K
422,-3.05,300.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,CsPbI3,seebeck,300K
423,-3.0,300.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,CsPbI3,seebeck,300K
424,-2.95,300.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,CsPbI3,seebeck,300K
425,-2.9,300.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,CsPbI3,seebeck,300K
426,-2.85,300.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,CsPbI3,seebeck,300K
427,-2.8,300.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,CsPbI3,seebeck,300K
428,-2.75,300.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,CsPbI3,seebeck,300K
429,-2.7,300.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,CsPbI3,seebeck,300K
430,-2.65,300.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,CsPbI3,seebeck,300K
431,-2.6,300.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,CsPbI3,seebeck,300K
432,-2.55,300.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,CsPbI3,seebeck,300K
433,-2.5,300.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,CsPbI3,seebeck,300K
434,-2.45,300.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,CsPbI3,seebeck,300K
435,-2.4,300.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,CsPbI3,seebeck,300K
436,-2.35,300.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,CsPbI3,seebeck,300K
437,-2.3,300.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,CsPbI3,seebeck,300K
438,-2.25,300.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,CsPbI3,seebeck,300K
439,-2.2,300.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,CsPbI3,seebeck,300K
440,-2.15,300.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,CsPbI3,seebeck,300K
441,-2.1,300.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,CsPbI3,seebeck,300K
442,-2.05,300.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,CsPbI3,seebeck,300K
443,-2.0,300.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,CsPbI3,seebeck,300K
444,-1.95,300.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,CsPbI3,seebeck,300K
445,-1.9,300.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,CsPbI3,seebeck,300K
446,-1.85,300.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,CsPbI3,seebeck,300K
447,-1.8,300.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,CsPbI3,seebeck,300K
448,-1.75,300.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,CsPbI3,seebeck,300K
449,-1.7,300.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,CsPbI3,seebeck,300K
450,-1.65,300.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,CsPbI3,seebeck,300K
451,-1.6,300.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,CsPbI3,seebeck,300K
452,-1.55,300.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,CsPbI3,seebeck,300K
453,-1.5,300.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,CsPbI3,seebeck,300K
454,-1.45,300.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,CsPbI3,seebeck,300K
455,-1.4,300.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,CsPbI3,seebeck,300K
456,-1.35,300.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,CsPbI3,seebeck,300K
457,-1.3,300.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,CsPbI3,seebeck,300K
458,-1.25,300.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,CsPbI3,seebeck,300K
459,-1.2,300.0,-0.003098218064,-3.342724466e-07,5.038894194e-07,-6.088715587e-07,-0.00309921145,-7.844766073e-07,3.409678264e-07,-2.375396702e-06,-0.003097774182,CsPbI3,seebeck,300K
460,-1.15,300.0,-0.00303445052,-2.588812903e-07,5.76509916e-07,-2.528734043e-07,-0.003036117462,-3.647262392e-07,5.31447521e-07,-4.210194399e-07,-0.003033986246,CsPbI3,seebeck,300K
461,-1.1,300.0,-0.002941720573,1.493720756e-07,2.45261671e-07,1.568730374e-07,-0.002941838568,-1.070481899e-06,2.314440551e-07,-1.077555984e-06,-0.002940359273,CsPbI3,seebeck,300K
462,-1.05,300.0,-0.002815947711,3.877074964e-07,8.150865745e-08,3.962053943e-07,-0.002815806605,-1.514246878e-06,7.159665836e-08,-1.516185616e-06,-0.002814136637,CsPbI3,seebeck,300K
463,-1.0,300.0,-0.0026637562,4.775880616e-07,4.743842562e-08,4.862280649e-07,-0.002663624092,-1.679307211e-06,3.826534258e-08,-1.679483967e-06,-0.002661887545,CsPbI3,seebeck,300K
464,-0.95,300.0,-0.002501631512,4.973842074e-07,2.273788327e-08,5.052901408e-07,-0.002501567778,-1.730938955e-06,1.38315073e-08,-1.731327025e-06,-0.002499776676,CsPbI3,seebeck,300K
465,-0.9,300.0,-0.002336011094,5.04050181e-07,2.119001899e-08,5.119808202e-07,-0.00233595002,-1.743533264e-06,1.230312725e-08,-1.743873551e-06,-0.002334149198,CsPbI3,seebeck,300K
466,-0.85,300.0,-0.002169552064,5.054395576e-07,2.060760818e-08,5.133765081e-07,-0.002169490879,-1.746295333e-06,1.172420696e-08,-1.746626637e-06,-0.002167687972,CsPbI3,seebeck,300K
467,-0.8,300.0,-0.002002928974,5.057225476e-07,2.05520619e-08,5.136583548e-07,-0.002002868241,-1.746826258e-06,1.16687907e-08,-1.747163835e-06,-0.002001064411,CsPbI3,seebeck,300K
468,-0.75,300.0,-0.001836269769,5.057678754e-07,2.054373046e-08,5.137043917e-07,-0.001836208991,-1.746926898e-06,1.166025464e-08,-1.747264121e-06,-0.001834405082,CsPbI3,seebeck,300K
469,-0.7,300.0,-0.001669604434,5.057761492e-07,2.054170597e-08,5.137126229e-07,-0.00166954367,-1.746944564e-06,1.165824312e-08,-1.747281808e-06,-0.001667739742,CsPbI3,seebeck,300K
470,-0.65,300.0,-0.001502938018,5.057773811e-07,2.054111364e-08,5.137138354e-07,-0.001502877258,-1.746947675e-06,1.165765319e-08,-1.747284925e-06,-0.001501073327,CsPbI3,seebeck,300K
471,-0.6,300.0,-0.001336271471,5.05777659e-07,2.054002037e-08,5.137140932e-07,-0.001336210713,-1.746947254e-06,1.165657809e-08,-1.74728449e-06,-0.001334406785,CsPbI3,seebeck,300K
472,-0.55,300.0,-0.001169605397,5.057780539e-07,2.053286794e-08,5.137143484e-07,-0.001169544654,-1.746941249e-06,1.164954954e-08,-1.747278387e-06,-0.001167740747,CsPbI3,seebeck,300K
473,-0.5,300.0,-0.001002942786,5.057804955e-07,2.048354659e-08,5.137158321e-07,-0.001002882144,-1.746899109e-06,1.160108309e-08,-1.747235562e-06,-0.001001078386,CsPbI3,seebeck,300K
474,-0.45,300.0,-0.0008363041612,5.0579733e-07,2.014259803e-08,5.137260453e-07,-0.0008362442135,-1.746607658e-06,1.126604412e-08,-1.746939381e-06,-0.0008344414887,CsPbI3,seebeck,300K
475,-0.4,300.0,-0.0006698310753,5.059126348e-07,1.779516288e-08,5.137958241e-07,-0.0006697759001,-1.744598354e-06,8.95926653e-09,-1.744897544e-06,-0.0006679802837,CsPbI3,seebeck,300K
476,-0.35,300.0,-0.0005044846565,5.066566779e-07,2.073212575e-09,5.142376595e-07,-0.0005044609811,-1.731015905e-06,-6.49173734e-09,-1.731099044e-06,-0.0005027129262,CsPbI3,seebeck,300K
477,-0.3,300.0,-0.000346155493,5.095745905e-07,-8.635094566e-08,5.155282397e-07,-0.0003462962632,-1.64910444e-06,-9.343509204e-08,-1.64806652e-06,-0.0003448115032,CsPbI3,seebeck,300K
478,-0.25,300.0,-0.0002168219836,4.831824467e-07,-3.030417109e-07,4.850305045e-07,-0.0002173459257,-1.307938114e-06,-3.06530567e-07,-1.305799156e-06,-0.0002164490667,CsPbI3,seebeck,300K
479,-0.2,300.0,-0.0001374319512,3.278128674e-07,-2.448950879e-07,3.282207629e-07,-0.0001377730194,-6.153536829e-07,-2.459543537e-07,-6.142568256e-07,-0.0001374628513,CsPbI3,seebeck,300K
480,-0.15,300.0,-9.006840388e-05,1.762849242e-07,-5.978807027e-08,1.763584417e-07,-9.032024576e-05,-1.394116917e-07,-5.9935437e-08,-1.391713898e-07,-9.010411607e-05,CsPbI3,seebeck,300K
481,-0.1,300.0,-5.981759164e-05,5.715280404e-08,-2.826597078e-08,5.726846998e-08,-5.982591513e-05,-2.856020899e-08,-2.830246119e-08,-2.852387907e-08,-5.980511543e-05,CsPbI3,seebeck,300K
482,-0.05,300.0,-3.824271696e-05,1.414045367e-08,6.384862637e-09,1.414777234e-08,-3.827709543e-05,1.567171334e-08,6.395083609e-09,1.568963831e-08,-3.819813878e-05,CsPbI3,seebeck,300K
483,0.0,300.0,-2.782296405e-05,6.682248845e-09,1.480036318e-08,6.701113654e-09,-2.778293691e-05,2.21224823e-08,1.4829677e-08,2.210822495e-08,-2.774561289e-05,CsPbI3,seebeck,300K
484,0.05,300.0,-1.687551219e-05,9.109763085e-09,1.506884738e-08,9.10497735e-09,-1.702081471e-05,1.114197912e-08,1.506724925e-08,1.114598862e-08,-1.697373499e-05,CsPbI3,seebeck,300K
485,0.1,300.0,-1.454967302e-05,5.386209893e-09,1.312443393e-08,5.390818769e-09,-1.446408408e-05,6.751351772e-09,1.312690919e-08,6.748336661e-09,-1.446442635e-05,CsPbI3,seebeck,300K
486,0.15,300.0,-8.247513183e-06,3.863439988e-09,1.146955247e-08,3.868398107e-09,-8.338030998e-06,2.948903779e-09,1.14901064e-08,2.949707395e-09,-8.318958334e-06,CsPbI3,seebeck,300K
487,0.2,300.0,-1.033005315e-05,3.298308832e-09,4.541640057e-09,3.300670155e-09,-1.042763935e-05,7.428626203e-09,4.549168628e-09,7.428135866e-09,-1.040301806e-05,CsPbI3,seebeck,300K
