,Mu(eV),Temp(K),Seebeck_xx,Seebeck_xy,Seebeck_xz,Seebeck_yx,Seebeck_yy,Seebeck_yz,Seebeck_zx,Seebeck_zy,Seebeck_zz,Material,Parameter,Label
776,-1.45,350.0,-0.001798494984,-7.276057563e-07,2.555352772e-05,-9.020866559e-07,-0.001804825111,-1.797031352e-05,3.54641281e-07,-2.337350916e-07,-0.001829788825,CsPbBrI2,seebeck,350K
777,-1.4,350.0,-0.001655637903,-7.276074426e-07,2.555367486e-05,-9.020884594e-07,-0.001661968029,-1.797042249e-05,3.546412231e-07,-2.337349843e-07,-0.00168693256,CsPbBrI2,seebeck,350K
778,-1.35,350.0,-0.001512780796,-7.276052782e-07,2.555368867e-05,-9.020860062e-07,-0.001519110918,-1.797042466e-05,3.546412767e-07,-2.337348718e-07,-0.001544075516,CsPbBrI2,seebeck,350K
779,-1.3,350.0,-0.001369923708,-7.276040473e-07,2.555367886e-05,-9.020847608e-07,-0.001376253835,-1.797041757e-05,3.546412225e-07,-2.337348483e-07,-0.001401218402,CsPbBrI2,seebeck,350K
780,-1.25,350.0,-0.00122706671,-7.276031681e-07,2.555362279e-05,-9.020837224e-07,-0.001233396832,-1.797038757e-05,3.546404184e-07,-2.337344614e-07,-0.001258361397,CsPbBrI2,seebeck,350K
781,-1.2,350.0,-0.001084210223,-7.276014931e-07,2.555332077e-05,-9.02081257e-07,-0.00109054031,-1.797022836e-05,3.546358254e-07,-2.337322105e-07,-0.001115504946,CsPbBrI2,seebeck,350K
782,-1.15,350.0,-0.0009413564828,-7.275937154e-07,2.555173543e-05,-9.020693078e-07,-0.0009476863753,-1.796939286e-05,3.546115996e-07,-2.337203024e-07,-0.0009726514264,CsPbBrI2,seebeck,350K
783,-1.1,350.0,-0.0007985171779,-7.275533406e-07,2.554342029e-05,-9.020070706e-07,-0.0008048460506,-1.796501091e-05,3.544844952e-07,-2.336578179e-07,-0.0008298132922,CsPbBrI2,seebeck,350K
784,-1.05,350.0,-0.0006557534872,-7.273446785e-07,2.549989667e-05,-9.01684004e-07,-0.0006620770165,-1.794207281e-05,3.538191839e-07,-2.333306997e-07,-0.0006870557817,CsPbBrI2,seebeck,350K
785,-1.0,350.0,-0.0005133825944,-7.263320108e-07,2.527452539e-05,-9.000797542e-07,-0.00051967833,-1.782324642e-05,3.503740129e-07,-2.316354899e-07,-0.0005447182282,CsPbBrI2,seebeck,350K
786,-0.95,350.0,-0.0003729697372,-7.229043864e-07,2.416895151e-05,-8.937605417e-07,-0.0003791259923,-1.723887394e-05,3.334727773e-07,-2.232841088e-07,-0.0004045020104,CsPbBrI2,seebeck,350K
787,-0.9,350.0,-0.0002407141291,-7.253303108e-07,1.986786454e-05,-8.844194315e-07,-0.0002462715448,-1.492333279e-05,2.678346459e-07,-1.900362478e-07,-0.0002735765337,CsPbBrI2,seebeck,350K
788,-0.85,350.0,-0.0001288325079,-6.243696029e-07,1.107208925e-05,-7.463256001e-07,-0.0001328193919,-9.632898078e-06,1.366053988e-07,-1.151151998e-07,-0.0001678794615,CsPbBrI2,seebeck,350K
789,-0.8,350.0,-4.266035686e-05,1.873866469e-07,4.038605664e-06,1.254724289e-07,-4.502259762e-05,-4.061972602e-06,4.14530916e-08,-4.380360462e-08,-9.48286774e-05,CsPbBrI2,seebeck,350K
790,-0.75,350.0,1.560507028e-05,1.591296267e-06,3.979370711e-07,1.584706126e-06,1.466355846e-05,-2.951470611e-07,2.379752512e-09,-6.278810022e-09,-5.863034141e-05,CsPbBrI2,seebeck,350K
791,-0.7,350.0,4.177324902e-05,2.078360366e-06,-5.869359217e-07,2.083058759e-06,4.088799157e-05,8.97468245e-07,-5.500899656e-09,3.660580804e-09,-2.649841561e-05,CsPbBrI2,seebeck,350K
792,-0.65,350.0,4.186709682e-05,1.721960588e-06,-1.028922517e-06,1.724294969e-06,4.214944494e-05,9.974255721e-07,-8.349579565e-09,4.437356571e-09,-3.168344381e-05,CsPbBrI2,seebeck,350K
793,-0.6,350.0,2.492386907e-05,5.207385432e-07,9.830091808e-07,5.27020957e-07,2.45963258e-05,4.083564526e-07,-1.822242856e-10,1.828939784e-09,-1.118803188e-05,CsPbBrI2,seebeck,350K
794,-0.55,350.0,3.123169753e-05,9.182797393e-07,5.909105988e-08,9.200543015e-07,3.104829906e-05,1.889412009e-06,-1.46635052e-09,5.158195639e-09,-1.27991117e-06,CsPbBrI2,seebeck,350K
795,-0.5,350.0,-1.529758933e-05,-2.150059319e-06,8.373287849e-08,-2.177711273e-06,-1.363014547e-05,1.872716342e-06,-1.396860934e-09,4.529592031e-09,-3.64100441e-05,CsPbBrI2,seebeck,350K
796,-0.45,350.0,-3.038214692e-05,2.066631289e-06,2.96832777e-06,2.095796123e-06,-2.994347216e-05,3.088141476e-06,7.697426476e-09,1.280528765e-09,2.211118621e-05,CsPbBrI2,seebeck,350K
797,-0.4,350.0,-0.0001590879699,-2.298388412e-07,4.835581051e-06,-2.006391085e-07,-0.0001611111228,8.65208376e-06,1.356522553e-08,1.926438677e-11,-1.166090979e-05,CsPbBrI2,seebeck,350K
798,-0.35,350.0,-0.0002433731888,7.541012996e-07,6.277536288e-06,9.314284346e-07,-0.0002549774736,5.902918035e-06,1.636176634e-08,-2.829456304e-08,-3.258518821e-05,CsPbBrI2,seebeck,350K
799,-0.3,350.0,-0.0002144157416,-1.401148399e-06,6.21793249e-06,-1.22439838e-06,-0.0002226561857,5.317283949e-06,-3.833479507e-09,-5.247547943e-08,3.636277278e-05,CsPbBrI2,seebeck,350K
800,-0.25,350.0,-0.0001627684456,-1.212819206e-06,1.880339847e-06,-1.153242093e-06,-0.0001635098092,1.730783401e-06,-1.022792409e-07,-1.057630977e-07,-1.987122272e-06,CsPbBrI2,seebeck,350K
801,-0.2,350.0,-0.0001111807982,-1.845348103e-07,-9.7061852e-07,-1.769396398e-07,-0.000111323937,6.145347079e-09,-1.650503079e-07,-9.361822813e-08,-3.20989282e-05,CsPbBrI2,seebeck,350K
802,-0.15,350.0,-7.497165339e-05,3.140206413e-07,-1.725286553e-07,2.929608109e-07,-7.404668675e-05,6.22984029e-07,-5.796045166e-08,-4.499341077e-08,2.495313616e-05,CsPbBrI2,seebeck,350K
803,-0.1,350.0,-5.289820934e-05,2.91834716e-07,7.7069894e-07,2.626673275e-07,-5.072387897e-05,4.06719713e-07,1.357888493e-07,-4.985051972e-08,1.803509787e-05,CsPbBrI2,seebeck,350K
804,-0.05,350.0,-4.065283228e-05,-2.548072842e-07,2.24448329e-08,-2.656328136e-07,-3.903768744e-05,-8.64036007e-08,-8.716890133e-09,-4.208901729e-08,-3.357552206e-05,CsPbBrI2,seebeck,350K
805,0.0,350.0,-3.417211548e-05,-8.022415529e-07,-4.364099694e-07,-8.005016143e-07,-3.327099541e-05,-1.920800576e-07,-1.783756516e-07,-1.148272571e-07,-8.571739307e-06,CsPbBrI2,seebeck,350K
806,0.05,350.0,-2.799169793e-05,-9.829389975e-07,-3.831864763e-07,-9.716314645e-07,-2.787905426e-05,-2.485096394e-07,-1.905909338e-07,-1.998601735e-07,2.786141329e-05,CsPbBrI2,seebeck,350K
807,0.1,350.0,-2.283527178e-05,-7.195481572e-07,-1.166175873e-07,-7.123246827e-07,-2.331034667e-05,-1.819205945e-07,-5.964709918e-08,-1.275737811e-07,9.588760824e-07,CsPbBrI2,seebeck,350K
808,0.15,350.0,-1.719900416e-05,-2.763825889e-07,-6.536034657e-09,-2.656713523e-07,-1.614355297e-05,-9.714615873e-08,-7.110833235e-09,-5.225097987e-08,-2.471015736e-05,CsPbBrI2,seebeck,350K
809,0.2,350.0,-1.28334231e-05,8.11785024e-08,-1.063714075e-07,7.890688363e-08,-1.304596385e-05,-3.831114166e-08,-5.069402636e-08,-2.593879469e-08,3.340210039e-06,CsPbBrI2,seebeck,350K
810,0.25,350.0,-9.312666173e-06,2.516545646e-07,-9.344352382e-08,2.578558446e-07,-7.981553523e-06,-2.448347134e-08,-3.403514045e-08,-2.014752062e-08,2.233299209e-05,CsPbBrI2,seebeck,350K
811,0.3,350.0,-6.151952286e-06,2.638937371e-07,5.324134296e-08,2.616191704e-07,-6.619994859e-06,-4.504000624e-09,4.126033984e-08,-3.682823786e-09,-6.265788086e-06,CsPbBrI2,seebeck,350K
812,0.35,350.0,-5.253868295e-06,2.432732112e-07,5.755399778e-08,2.438148682e-07,-4.654923644e-06,-1.81777246e-08,3.124669261e-08,-1.249397826e-08,-1.692940504e-05,CsPbBrI2,seebeck,350K
813,0.4,350.0,-1.332683826e-06,1.708107211e-07,9.4343145e-08,1.703705539e-07,-1.689531089e-06,-5.689353276e-09,6.840437217e-08,-3.047104784e-09,8.266263378e-06,CsPbBrI2,seebeck,350K
814,0.45,350.0,-2.366148354e-06,1.048686157e-07,6.731381412e-08,1.043630434e-07,-2.288466153e-06,4.943981835e-08,5.531374457e-08,3.734218426e-08,1.137930412e-05,CsPbBrI2,seebeck,350K
815,0.5,350.0,1.075074553e-06,4.644914512e-08,1.120268104e-07,4.658269473e-08,1.455166714e-06,3.240038119e-08,9.191822168e-08,2.823103987e-08,-6.113304829e-06,CsPbBrI2,seebeck,350K
816,0.55,350.0,2.145518052e-06,-2.968988687e-09,4.246325277e-08,-2.971037394e-09,2.036090412e-06,-4.0709427e-09,3.602090027e-08,-1.065774381e-10,-6.303791278e-06,CsPbBrI2,seebeck,350K
817,0.6,350.0,4.898795037e-06,-4.286035084e-08,3.071695631e-08,-4.276750338e-08,4.967397817e-06,3.160357407e-08,1.670245709e-08,2.081925725e-08,1.11941472e-05,CsPbBrI2,seebeck,350K
818,0.65,350.0,7.746015551e-06,-7.392548375e-08,-1.298606534e-08,-7.340759054e-08,8.779720742e-06,3.885120662e-08,-8.248516769e-09,3.079351995e-08,6.02268014e-06,CsPbBrI2,seebeck,350K
819,0.7,350.0,1.310623989e-05,-3.094607725e-08,-8.236343665e-08,-3.15096228e-08,1.275955323e-05,-4.117733557e-08,-5.399737708e-08,-2.358942266e-08,2.677414199e-06,CsPbBrI2,seebeck,350K
820,0.75,350.0,2.26104061e-05,3.521563965e-08,-6.772553437e-08,3.673049763e-08,2.372794228e-05,-5.455827112e-08,-3.938811399e-08,-3.040493713e-08,5.589795544e-06,CsPbBrI2,seebeck,350K
821,0.8,350.0,3.371851738e-05,1.085623004e-07,-4.017658782e-08,1.099580247e-07,3.404042767e-05,1.889466651e-08,-2.27921038e-08,1.433427899e-08,2.091733938e-05,CsPbBrI2,seebeck,350K
822,0.85,350.0,5.123804732e-05,1.390146171e-07,-1.323917133e-07,1.409802471e-07,5.160765721e-05,7.598279064e-08,-7.509888147e-08,5.414901611e-08,2.669765528e-05,CsPbBrI2,seebeck,350K
823,0.9,350.0,5.709259708e-05,4.007295938e-08,-4.00350906e-07,4.095125817e-08,5.623240922e-05,-4.16106645e-08,-2.116886395e-07,1.949119504e-08,3.228828635e-07,CsPbBrI2,seebeck,350K
824,0.95,350.0,3.598694552e-05,-1.087272863e-07,-5.583232974e-07,-1.103266672e-07,3.602474188e-05,-2.044675596e-07,-1.92649795e-07,-6.401155524e-08,3.047659646e-05,CsPbBrI2,seebeck,350K
825,1.0,350.0,8.652358597e-06,-8.366067612e-08,-3.550589908e-07,-8.51901516e-08,7.762091269e-06,-1.79260726e-07,-4.429207831e-08,-6.168575801e-08,3.843763753e-05,CsPbBrI2,seebeck,350K
826,1.05,350.0,-1.26098875e-05,1.388324962e-07,7.309845216e-08,1.390224195e-07,-1.288137495e-05,1.198093344e-09,1.387017055e-07,1.34341989e-08,1.972841478e-05,CsPbBrI2,seebeck,350K
827,1.1,350.0,-1.119997476e-05,1.639495147e-07,9.817517332e-08,1.650832421e-07,-1.190104633e-05,9.63555356e-08,2.218633187e-07,6.5854624e-08,4.785035559e-05,CsPbBrI2,seebeck,350K
828,1.15,350.0,-1.017017723e-05,-6.275761058e-08,1.366175785e-07,-6.248129093e-08,-1.008064335e-05,7.294407033e-08,2.818500188e-07,4.535504574e-08,5.390057957e-05,CsPbBrI2,seebeck,350K
829,1.2,350.0,-5.589270034e-06,-1.333140977e-07,2.153168944e-07,-1.333476367e-07,-5.303024868e-06,-2.93304626e-08,2.702048326e-07,-4.405802147e-08,1.212689941e-05,CsPbBrI2,seebeck,350K
830,1.25,350.0,-4.227382682e-06,-6.741723031e-08,1.300323182e-07,-6.748297746e-08,-3.872818184e-06,-1.542298087e-07,1.559687243e-07,-1.850896993e-07,1.528462417e-06,CsPbBrI2,seebeck,350K
831,1.3,350.0,-2.688442089e-06,-6.687476585e-08,5.551429635e-09,-6.692367117e-08,-2.485384827e-06,-1.798312485e-07,2.183104062e-08,-2.442728352e-07,-2.239757639e-05,CsPbBrI2,seebeck,350K
832,1.35,350.0,-7.959415169e-06,-6.170412027e-08,-6.597295132e-08,-6.190007769e-08,-8.111030478e-06,-6.38117525e-08,-5.563335534e-08,-1.457192531e-07,-4.166282144e-05,CsPbBrI2,seebeck,350K
833,1.4,350.0,-7.05663021e-06,1.744300642e-08,6.136003063e-08,1.685708448e-08,-7.492532729e-06,6.277389902e-08,4.953166393e-08,-2.648678236e-08,-3.767475723e-05,CsPbBrI2,seebeck,350K
834,1.45,350.0,-3.722768965e-06,9.845407397e-08,1.056109836e-07,9.785557609e-08,-3.971970495e-06,1.796910228e-07,8.503048908e-08,8.287277004e-08,-2.441769549e-05,CsPbBrI2,seebeck,350K
835,1.5,350.0,6.121927405e-06,1.430516896e-07,1.25962585e-08,1.426378656e-07,6.236360307e-06,2.212502491e-07,1.5134791e-08,1.290524224e-07,-2.005651545e-06,CsPbBrI2,seebeck,350K
836,1.55,350.0,1.932958002e-05,1.428590315e-07,-4.262702597e-08,1.424679254e-07,1.957315204e-05,2.479536218e-07,-2.707944156e-08,1.527543208e-07,2.019757843e-05,CsPbBrI2,seebeck,350K
837,1.6,350.0,3.274206529e-05,1.298944545e-07,3.356485465e-08,1.297310599e-07,3.287916282e-05,2.187087102e-07,1.450949395e-08,1.293421872e-07,4.2393893e-05,CsPbBrI2,seebeck,350K
838,1.65,350.0,2.549063079e-05,-4.568630738e-08,4.355458676e-08,-4.560631675e-08,2.541745934e-05,6.683634177e-08,-1.576985671e-08,-8.533615056e-09,6.698385202e-05,CsPbBrI2,seebeck,350K
839,1.7,350.0,-1.140374575e-05,-3.557048392e-07,-2.277667637e-07,-3.558827661e-07,-1.168368099e-05,-1.644489378e-09,-2.923747198e-07,-1.207798934e-07,8.514824754e-05,CsPbBrI2,seebeck,350K
840,1.75,350.0,-3.444128254e-05,-3.369521309e-07,-1.227274701e-07,-3.366510384e-07,-3.456118903e-05,5.90743328e-08,-6.435968798e-08,1.066417735e-08,5.997478135e-05,CsPbBrI2,seebeck,350K
841,1.8,350.0,-2.906507123e-05,-2.284539721e-07,9.863686122e-08,-2.267458942e-07,-2.870888635e-05,1.167122638e-07,3.052381438e-07,2.934901586e-07,-1.321601662e-05,CsPbBrI2,seebeck,350K
842,1.85,350.0,-1.406862185e-05,4.26900363e-08,1.109598291e-08,4.520145928e-08,-1.345857454e-05,-7.493924806e-08,4.184863738e-08,-2.52698168e-08,-5.2330402e-05,CsPbBrI2,seebeck,350K
843,1.9,350.0,-8.189626811e-06,2.850814638e-07,2.82856098e-08,2.882366843e-07,-7.736716116e-06,-1.584667615e-07,6.39903233e-08,-2.151357106e-07,-5.148594111e-05,CsPbBrI2,seebeck,350K
844,1.95,350.0,-8.902544193e-06,3.209800876e-07,-2.29533149e-08,3.235128037e-07,-8.902373127e-06,-4.100272799e-08,-1.551531377e-08,-4.170109634e-08,-3.787169605e-05,CsPbBrI2,seebeck,350K
845,2.0,350.0,-5.801747875e-06,2.013113203e-07,-1.007991286e-07,2.025488878e-07,-5.793024123e-06,6.891949919e-09,-1.354085955e-07,2.475986836e-08,-2.388765458e-05,CsPbBrI2,seebeck,350K
846,2.05,350.0,-3.543843493e-06,7.972392254e-08,-1.248240001e-08,7.911955691e-08,-2.963283174e-06,-3.674591343e-08,-2.389498123e-08,-3.651472859e-08,-1.343154126e-05,CsPbBrI2,seebeck,350K
847,2.1,350.0,-2.661681088e-06,-4.944320343e-08,8.318606499e-08,-5.229573282e-08,-1.656329582e-06,-9.084270624e-08,9.697935399e-08,-1.029143834e-07,-9.533435117e-06,CsPbBrI2,seebeck,350K
848,2.15,350.0,-8.598839613e-07,-1.656410659e-07,-3.844656313e-08,-1.697054153e-07,-2.528411913e-07,-1.386181463e-07,-4.300688492e-08,-1.597014662e-07,-6.815867126e-06,CsPbBrI2,seebeck,350K
849,2.2,350.0,1.806873671e-06,-7.023888324e-08,-1.217565273e-07,-7.147474938e-08,1.322587718e-06,-7.85865217e-08,-1.417708079e-07,-1.011309125e-07,-1.143740567e-05,CsPbBrI2,seebeck,350K
850,2.25,350.0,4.910583546e-06,3.339786195e-08,-3.757627229e-08,3.456861709e-08,3.349627015e-06,-1.20706012e-08,-5.86419134e-08,-3.428394946e-08,-1.04000177e-05,CsPbBrI2,seebeck,350K
851,2.3,350.0,8.719195961e-06,8.524259697e-09,1.017745153e-07,9.714518314e-09,6.881185499e-06,6.941567947e-08,6.371633592e-08,3.142335514e-08,-1.50545967e-05,CsPbBrI2,seebeck,350K
852,2.35,350.0,1.359707712e-05,-1.03485231e-07,1.510927389e-07,-1.021834217e-07,1.248115799e-05,7.40015903e-08,1.047261453e-07,3.032734824e-08,-1.363624221e-05,CsPbBrI2,seebeck,350K
853,2.4,350.0,1.579236307e-05,-2.496012618e-07,7.735828519e-08,-2.471665574e-07,1.547566843e-05,1.177648906e-07,5.540628486e-08,5.858929206e-08,-1.035219351e-05,CsPbBrI2,seebeck,350K
854,2.45,350.0,1.362964593e-05,-3.262411254e-08,9.563479994e-09,-3.260555279e-08,1.34852491e-05,2.383079882e-07,1.158659516e-08,1.355213065e-07,-4.449924417e-06,CsPbBrI2,seebeck,350K
855,2.5,350.0,1.240331202e-05,2.024248017e-07,4.368020571e-08,2.003310914e-07,1.250776986e-05,2.361747734e-07,2.571399261e-08,1.336518723e-07,2.665711958e-06,CsPbBrI2,seebeck,350K
856,2.55,350.0,1.230392987e-05,1.862374887e-07,9.772117247e-08,1.843170851e-07,1.262791976e-05,1.258643894e-09,5.19350045e-08,8.110656447e-09,7.349992917e-06,CsPbBrI2,seebeck,350K
857,2.6,350.0,1.280880252e-05,4.257305829e-08,1.68059377e-07,4.249188503e-08,1.2840804e-05,-1.892723271e-07,8.695454309e-08,-9.044283539e-08,8.928738837e-06,CsPbBrI2,seebeck,350K
858,2.65,350.0,1.476997775e-05,-5.428741899e-08,1.608256837e-07,-5.349551835e-08,1.485139157e-05,-2.553022112e-07,8.494197954e-08,-1.241578405e-07,1.016419387e-05,CsPbBrI2,seebeck,350K
859,2.7,350.0,1.701464099e-05,-7.194934862e-08,3.311503466e-08,-7.111874381e-08,1.692189397e-05,-8.790649154e-08,2.614081247e-08,-4.34878868e-08,1.109098133e-05,CsPbBrI2,seebeck,350K
860,2.75,350.0,1.959211696e-05,-3.581077653e-08,-1.398695691e-07,-3.549641025e-08,1.947442678e-05,4.313319814e-08,-5.068630892e-08,1.656603535e-08,1.246352098e-05,CsPbBrI2,seebeck,350K
861,2.8,350.0,1.991197157e-05,-8.845880858e-09,-2.854612668e-07,-8.74409852e-09,1.996105061e-05,4.926922892e-08,-1.182367525e-07,2.057020333e-08,1.50926403e-05,CsPbBrI2,seebeck,350K
862,2.85,350.0,1.963341463e-05,-2.011344684e-09,-3.917724881e-07,-2.02268926e-09,1.982147522e-05,1.168377512e-07,-1.652062181e-07,4.998464951e-08,1.731216657e-05,CsPbBrI2,seebeck,350K
863,2.9,350.0,2.085749366e-05,-2.14137447e-08,-4.817147736e-07,-2.12526291e-08,2.136402997e-05,7.237687398e-08,-2.026632363e-07,3.060737678e-08,2.245289706e-05,CsPbBrI2,seebeck,350K
864,2.95,350.0,2.418500618e-05,-3.440086427e-08,-3.948118562e-07,-3.409228201e-08,2.471433728e-05,7.749540256e-08,-1.631690122e-07,3.224625508e-08,2.716898783e-05,CsPbBrI2,seebeck,350K
865,3.0,350.0,2.976844151e-05,-6.002740066e-08,-1.162972735e-07,-5.947176705e-08,3.027043918e-05,1.031481713e-07,-3.503927744e-08,4.234336702e-08,3.551148049e-05,CsPbBrI2,seebeck,350K
866,3.05,350.0,3.748346866e-05,-9.266274058e-08,2.683922446e-07,-9.184058501e-08,3.788713757e-05,1.156354118e-07,1.428664724e-07,4.623750326e-08,4.488723495e-05,CsPbBrI2,seebeck,350K
867,3.1,350.0,4.353420487e-05,-8.069055078e-08,5.254450787e-07,-7.989435026e-08,4.374611258e-05,5.064884651e-08,2.655636734e-07,1.256310242e-08,5.337707532e-05,CsPbBrI2,seebeck,350K
868,3.15,350.0,4.375862273e-05,-6.725609671e-08,3.206490106e-07,-6.686152048e-08,4.388075956e-05,-1.444750186e-07,1.619675327e-07,-8.776577016e-08,5.53489213e-05,CsPbBrI2,seebeck,350K
869,3.2,350.0,4.146177277e-05,-1.157653107e-08,-5.972585949e-08,-1.13674982e-08,4.152399963e-05,-3.093764609e-07,-3.847345292e-08,-1.728656212e-07,5.344164008e-05,CsPbBrI2,seebeck,350K
870,3.25,350.0,4.098932405e-05,1.423972111e-07,-3.827011727e-07,1.432321757e-07,4.097205404e-05,-1.999769018e-07,-2.197878916e-07,-1.09082586e-07,5.240284662e-05,CsPbBrI2,seebeck,350K
871,3.3,350.0,4.389338005e-05,2.182285626e-07,-6.183636764e-07,2.196764184e-07,4.384523215e-05,-3.654530215e-08,-3.597016951e-07,-1.322248462e-08,5.490834487e-05,CsPbBrI2,seebeck,350K
872,3.35,350.0,4.992519637e-05,2.569329945e-07,-6.119670336e-07,2.587385373e-07,4.987136988e-05,4.285612902e-08,-3.593210655e-07,3.555002349e-08,5.989677116e-05,CsPbBrI2,seebeck,350K
873,3.4,350.0,6.08717742e-05,2.323040576e-07,-4.626514858e-07,2.34348354e-07,6.079977224e-05,9.666468545e-08,-2.567811531e-07,7.31769818e-08,7.079530535e-05,CsPbBrI2,seebeck,350K
874,3.45,350.0,7.856399004e-05,2.808834967e-07,-4.410617247e-07,2.846218573e-07,7.835099027e-05,2.703729039e-07,-2.488484667e-07,1.95404466e-07,8.782475423e-05,CsPbBrI2,seebeck,350K
875,3.5,350.0,0.0001100515683,2.710609309e-07,-4.433258357e-07,2.735076103e-07,0.000109920979,1.79846955e-07,-2.577399866e-07,1.255581379e-07,0.0001180036595,CsPbBrI2,seebeck,350K
876,3.55,350.0,0.0001655298461,2.95763026e-07,-2.789654386e-07,2.976163887e-07,0.0001655412602,1.636800707e-07,-1.251874684e-07,1.137496064e-07,0.0001741851108,CsPbBrI2,seebeck,350K
877,3.6,350.0,0.0002579632093,3.906092316e-07,-1.383567521e-07,3.924099953e-07,0.0002581038737,1.932541781e-07,-3.496813234e-08,1.383135979e-07,0.0002647557601,CsPbBrI2,seebeck,350K
878,3.65,350.0,0.000383273675,4.229312336e-07,-1.286818548e-07,4.247816204e-07,0.0003834547024,2.135543182e-07,-1.897266264e-08,1.525192015e-07,0.0003908415059,CsPbBrI2,seebeck,350K
879,3.7,350.0,0.0005220851791,4.294851898e-07,-1.314742973e-07,4.313639679e-07,0.0005222736546,2.196657114e-07,-1.753187602e-08,1.56673643e-07,0.0005299915817,CsPbBrI2,seebeck,350K
880,3.75,350.0,0.0006641381117,4.307368919e-07,-1.322637928e-07,4.326222229e-07,0.0006643279618,2.209482605e-07,-1.735370668e-08,1.575415781e-07,0.0006721190001,CsPbBrI2,seebeck,350K
881,3.8,350.0,0.0008068407224,4.309753709e-07,-1.324243904e-07,4.328619965e-07,0.0008070308325,2.211972758e-07,-1.732359807e-08,1.577099538e-07,0.0008148361944,CsPbBrI2,seebeck,350K
882,3.85,350.0,0.000949668341,4.310205697e-07,-1.324552464e-07,4.329074413e-07,0.0009498585006,2.212448228e-07,-1.73176265e-08,1.577420293e-07,0.0009576666303,CsPbBrI2,seebeck,350K
883,3.9,350.0,0.00109251904,4.31022496e-07,-1.324581198e-07,4.329093501e-07,0.001092709214,2.212523106e-07,-1.730626472e-08,1.577452177e-07,0.00110051854,CsPbBrI2,seebeck,350K
884,3.95,350.0,0.001235352437,4.308393939e-07,-1.323772389e-07,4.327245082e-07,0.001235542723,2.212118014e-07,-1.702252341e-08,1.576661706e-07,0.001243370814,CsPbBrI2,seebeck,350K
885,4.0,350.0,0.001377584451,4.25747047e-07,-1.301197078e-07,4.275838436e-07,0.0013777778,2.20048135e-07,-9.206848981e-09,1.554550399e-07,0.001386120602,CsPbBrI2,seebeck,350K
886,-4.0,400.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,CsPbBrI2,seebeck,400K
887,-3.95,400.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,CsPbBrI2,seebeck,400K
888,-3.9,400.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,CsPbBrI2,seebeck,400K
889,-3.85,400.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,CsPbBrI2,seebeck,400K
890,-3.8,400.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,CsPbBrI2,seebeck,400K
891,-3.75,400.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,CsPbBrI2,seebeck,400K
892,-3.7,400.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,CsPbBrI2,seebeck,400K
893,-3.65,400.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,CsPbBrI2,seebeck,400K
894,-3.6,400.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,CsPbBrI2,seebeck,400K
895,-3.55,400.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,CsPbBrI2,seebeck,400K
896,-3.5,400.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,CsPbBrI2,seebeck,400K
897,-3.45,400.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,CsPbBrI2,seebeck,400K
898,-3.4,400.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,CsPbBrI2,seebeck,400K
899,-3.35,400.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,CsPbBrI2,seebeck,400K
900,-3.3,400.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,CsPbBrI2,seebeck,400K
901,-3.25,400.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,CsPbBrI2,seebeck,400K
902,-3.2,400.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,CsPbBrI2,seebeck,400K
903,-3.15,400.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,CsPbBrI2,seebeck,400K
904,-3.1,400.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,CsPbBrI2,seebeck,400K
905,-3.05,400.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,CsPbBrI2,seebeck,400K
906,-3.0,400.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,CsPbBrI2,seebeck,400K
907,-2.95,400.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,CsPbBrI2,seebeck,400K
